tweet_id,favorites,retweets
820494788566847489,0,555
820446719150292993,0,2537
820314633777061888,3315,555
820078625395449857,19624,6195
820013781606658049,0,1159
819952236453363712,5279,1159
819924195358416896,12817,4817
819711362133872643,13257,3072
819588359383371776,9575,1970
819347104292290561,7160,1185
819238181065359361,2241,403
819227688460238848,22883,6633
819015337530290176,0,36480
819015331746349057,0,18783
819006400881917954,44975,18783
819004803107983360,86294,36480
818646164899774465,0,20711
818627210458333184,22233,7456
818614493328580609,9760,2519
818588835076603904,0,6041
818536468981415936,10786,2413
818307523543449600,0,7965
818259473185828864,10920,2225
818145370475810820,12159,2530
817908911860748288,4811,790
817827839487737858,51189,26741
817777686764523521,10670,2647
817536400337801217,11679,2922
817502432452313088,0,3352
817423860136083457,33503,14493
817415592588222464,5556,935
817181837579653120,0,8373
817171292965273600,8697,1998
817120970343411712,12134,2568
817056546584727552,8523,1624
816829038950027264,0,4668
816816676327063552,9934,2017
816697700272001025,9701,2155
816450570814898180,30201,7965
816336735214911488,8552,1928
816091915477250048,8860,2110
816062466425819140,0,1005
816014286006976512,0,5209
815990720817401858,4909,1005
815966073409433600,22238,8373
815745968457060357,0,4089
815736392542261248,9786,2240
815639385530101762,8175,1635
815390420867969024,10301,3779
814986499976527872,7610,1264
814638523311648768,11190,2669
814578408554463233,0,5782
814530161257443328,8589,1841
814153002265309185,28602,8582
813944609378369540,0,3153
813910438903693312,9255,1846
813812741911748608,36239,13846
813800681631023104,8276,1741
813217897535406080,18553,7240
813202720496779264,9190,1803
813187593374461952,19748,4317
813172488309972993,9216,1905
813157409116065792,7736,2191
813142292504645637,8447,2365
813130366689148928,4465,445
813127251579564032,11766,3104
813112105746448384,10255,2719
813096984823349248,10523,3605
813081950185472002,9857,2764
813066809284972545,7904,1938
813051746834595840,20886,7312
812781120811126785,7521,1889
812709060537683968,6587,1427
812503143955202048,6035,1205
812466873996607488,7934,1922
812372279581671427,13593,3636
811985624773361665,7248,1390
811744202451197953,7511,1577
811647686436880384,5584,734
811627233043480576,12718,3056
811386762094317568,20840,6336
810984652412424192,5304,1430
810896069567610880,8969,1752
810657578271330305,10928,2623
810284430598270976,35057,11156
810254108431155201,14630,3354
809920764300447744,15500,3912
809808892968534016,0,4858
809448704142938112,6917,1460
809220051211603969,19835,5557
809084759137812480,13185,3511
808838249661788160,10087,3016
808733504066486276,7876,2151
808501579447930884,11276,2588
808344865868283904,42375,20711
808134635716833280,0,5874
808106460588765185,8784,2201
808001312164028416,12499,3519
807621403335917568,14529,3591
807106840509214720,117723,55001
807059379405148160,0,7295
807010152071229440,13050,3847
806629075125202948,74346,34391
806620845233815552,0,5498
806576416489959424,4877,1950
806542213899489280,10193,2348
806242860592926720,0,11558
806219024703037440,6429,1186
805958939288408065,0,5334
805932879469572096,8260,1917
805826884734976000,6536,1807
805823200554876929,0,7966
805520635690676224,5732,1649
805487436403003392,8773,2514
805207613751304193,7828,1708
804738756058218496,13666,3802
804475857670639616,6118,2002
804413760345620481,0,3217
804026241225523202,44303,16006
803773340896923648,10030,2726
803692223237865472,0,7395
803638050916102144,10915,4128
803380650405482500,7747,1868
803321560782307329,0,5298
803276597545603072,10004,2441
802952499103731712,8987,1988
802624713319034886,0,2900
802600418706604034,7083,1454
802572683846291456,8922,2488
802323869084381190,16137,5798
802265048156610565,6913,1369
802239329049477120,9064,2611
802185808107208704,0,273
801958328846974976,7733,1716
801854953262350336,1789,235
801538201127157760,8209,2052
801285448605831168,6036,814
801167903437357056,24392,5874
801127390143516673,0,3933
801115127852503040,8046,2097
800859414831898624,688,97
800855607700029440,0,1605
800751577355128832,10557,2778
800513324630806528,13099,2975
800459316964663297,9484,2167
800443802682937345,0,4300
800388270626521089,11132,2790
800188575492947969,0,3921
800141422401830912,15240,2537
800018252395122689,28283,13074
799774291445383169,0,4658
799757965289017345,8371,2155
799422933579902976,8054,1920
799308762079035393,0,5430
799297110730567681,9846,2741
799063482566066176,8053,2467
798933969379225600,13037,4427
798925684722855936,7498,1435
798705661114773508,0,6608
798701998996647937,0,7738
798697898615730177,0,6490
798694562394996736,0,4926
798686750113755136,0,2329
798682547630837760,0,4720
798673117451325440,0,5534
798665375516884993,0,3884
798644042770751489,0,1844
798628517273620480,0,1967
798585098161549313,0,5659
798576900688019456,0,5812
798340744599797760,0,3309
798209839306514432,10398,2545
797971864723324932,11548,3097
797545162159308800,14528,4853
797236660651966464,19900,6533
797165961484890113,225,26
796904159865868288,0,8877
796865951799083009,7666,1910
796759840936919040,11792,3011
796563435802726400,0,7210
796484825502875648,7560,1746
796387464403357696,10966,4112
796177847564038144,0,14188
796149749086875649,32145,14188
796125600683540480,4956,1800
796116448414461957,9075,2407
796080075804475393,8438,2294
796031486298386433,10771,3701
795464331001561088,49405,23435
795400264262053889,10008,2847
795076730285391872,16142,5412
794983741416415232,0,3353
794926597468000259,10202,2302
794355576146903043,0,10214
794332329137291264,9579,2668
794205286408003585,9210,3300
793962221541933056,16783,4858
793845145112371200,9191,1846
793614319594401792,0,3111
793601777308463104,7954,1607
793500921481273345,10643,2360
793286476301799424,24524,9113
793271401113350145,8679,2377
793256262322548741,19934,8290
793241302385262592,10486,3276
793226087023144960,9793,2868
793210959003287553,8900,2780
793195938047070209,15216,5595
793180763617361921,6915,1987
793165685325201412,9355,2763
793150605191548928,6152,1689
793135492858580992,6387,2484
793120401413079041,12611,3899
792913359805018113,14281,3950
792883833364439040,11267,4247
792773781206999040,7338,1662
792394556390137856,13380,4273
792050063153438720,7129,1781
791821351946420224,0,20965
791784077045166082,0,9509
791780927877898241,0,3796
791774931465953280,44961,22056
791672322847637504,11712,3111
791406955684368384,13113,4089
791312159183634433,8739,2516
791026214425268224,0,4067
790987426131050500,9788,2122
790946055508652032,16612,4668
790723298204217344,0,2295
790698755171364864,8186,1913
790581949425475584,20593,7087
790337589677002753,7791,1869
790277117346975746,12519,3153
790227638568808452,0,3544
789986466051088384,9222,2295
789960241177853952,0,4086
789903600034189313,10300,4107
789628658055020548,7458,1752
789599242079838210,6720,1912
789530877013393408,11689,3353
789314372632018944,8618,2281
789280767834746880,0,4892
789268448748703744,9085,2592
789137962068021249,9691,2774
788908386943430656,27354,12409
788765914992902144,27223,10214
788552643979468800,0,7113
788412144018661376,15480,5226
788178268662984705,7200,2083
788150585577050112,6100,1266
788070120937619456,0,3412
788039637453406209,6097,1299
787810552592695296,8579,3024
787717603741622272,10234,2757
787397959788929025,10845,2831
787322443945877504,7745,1729
787111942498508800,0,6697
786963064373534720,26534,7921
786729988674449408,0,2410
786709082849828864,18158,6066
786664955043049472,10547,2521
786595970293370880,9414,3105
786363235746385920,10838,3467
786286427768250368,7935,2805
786233965241827333,15162,4682
786051337297522688,1420,154
786036967502913536,0,6948
785927819176054784,11326,3154
785872687017132033,6667,1789
785639753186217984,7825,2217
785533386513321988,9056,1975
785515384317313025,6090,1242
785264754247995392,7226,1605
785170936622350336,11953,4779
784826020293709826,10054,3217
784517518371221505,8918,2502
784431430411685888,5690,1259
784183165795655680,19931,7966
784057939640352768,29583,10990
783839966405230592,29814,10683
783821107061198850,7315,1948
783695101801398276,10415,3177
783466772167098368,8405,2218
783391753726550016,16784,5402
783347506784731136,0,5481
783334639985389568,28938,11558
783085703974514689,8109,2173
782969140009107456,23981,7295
782747134529531904,7423,1396
782722598790725632,17150,5334
782598640137187329,7741,1857
782305867769217024,16539,5490
782021823840026624,0,6127
781955203444699136,11056,3329
781661882474196992,10356,2687
781655249211752448,3963,1121
781524693396357120,20624,5498
781308096455073793,7099,2529
781251288990355457,8369,2057
781163403222056960,9734,2721
780931614150983680,21461,7210
780858289093574656,7127,1981
780800785462489090,5437,1282
780601303617732608,12008,3330
780543529827336192,6251,1730
780496263422808064,0,3634
780476555013349377,0,109
780459368902959104,5255,1064
780192070812196864,8630,2208
780092040432480260,0,2270
780074436359819264,12051,4890
779834332596887552,18713,6948
779377524342161408,8712,3074
779124354206535695,0,18038
779056095788752897,14625,4471
778990705243029504,19745,7094
778774459159379968,0,9755
778764940568104960,858,360
778748913645780993,6830,1288
778650543019483137,5708,1474
778624900596654080,4590,999
778408200802557953,13494,4265
778396591732486144,0,12049
778383385161035776,5764,1087
778286810187399168,10277,3250
778039087836069888,8419,2603
778027034220126208,6489,1585
777953400541634568,0,3478
777885040357281792,6293,1603
777684233540206592,11127,2900
777641927919427584,0,4172
777621514455814149,8648,2473
777189768882946048,14120,4252
776819012571455488,0,13480
776813020089548800,4829,1189
776477788987613185,8724,2729
776249906839351296,0,8977
776218204058357768,29563,15602
776201521193218049,9506,2482
776113305656188928,11635,4300
776088319444877312,1818,147
775898661951791106,0,16523
775842724423557120,11583,2617
775733305207554048,13736,3933
775729183532220416,12856,4535
775364825476165632,7309,2914
775350846108426240,10054,3848
775085132600442880,15379,4658
774757898236878852,8508,1759
774639387460112384,6647,1698
774314403806253056,21529,5430
773985732834758656,10614,3798
773922284943896577,6324,1722
773704687002451968,6516,1602
773670353721753600,5294,1288
773547596996571136,21870,6041
773336787167145985,0,4989
773308824254029826,23017,7367
773247561583001600,9345,3209
773191612633579521,9863,4057
772877495989305348,8456,3809
772826264096874500,7946,2318
772615324260794368,0,3330
772581559778025472,6401,1674
772193107915964416,5955,1363
772152991789019136,3764,1115
772117678702071809,3726,727
772114945936949249,2694,461
772102971039580160,3948,926
771908950375665664,6498,1864
771770456517009408,11850,3309
771500966810099713,8159,2566
771380798096281600,10348,4989
771171053431250945,0,7325
771136648247640064,9028,2877
771102124360998913,6154,1416
771014301343748096,6792,1622
770787852854652928,4869,1185
770772759874076672,5114,1397
770655142660169732,7245,1742
770414278348247044,6252,2060
770293558247038976,6144,1441
770093767776997377,0,2995
770069151037685760,7498,2260
769940425801170949,30869,9375
769695466921623552,6345,1654
769335591808995329,0,7605
769212283578875904,5321,1681
768970937022709760,14151,6394
768909767477751808,0,2616
768855141948723200,4126,869
768609597686943744,4065,1173
768596291618299904,4978,1257
768554158521745409,0,5724
768473857036525572,13442,3344
768193404517830656,10714,3478
767884188863397888,4681,1356
767754930266464257,15793,5298
767500508068192258,7405,2303
767191397493538821,12141,3694
767122157629476866,10046,2808
766864461642756096,0,5527
766793450729734144,4979,1334
766714921925144576,2585,371
766693177336135680,3958,780
766423258543644672,5907,1547
766313316352462849,6690,1855
766078092750233600,0,2568
766069199026450432,4160,836
766008592277377025,3691,489
765719909049503744,7124,2120
765669560888528897,5119,1210
765395769549590528,26287,3336
765371061932261376,6970,2135
765222098633691136,11466,3330
764857477905154048,6359,1750
764259802650378240,5928,1475
763956972077010945,750,54
763837565564780549,12373,4067
763183847194451968,5301,1443
763167063695355904,0,2945
763103485927849985,7268,2265
762699858130116608,11948,3544
762471784394268675,11049,6284
762464539388485633,10147,4086
762316489655476224,4725,1093
762035686371364864,31345,15239
761976711479193600,5320,1964
761750502866649088,0,3832
761745352076779520,4210,846
761672994376806400,48678,28493
761599872357261312,4066,1169
761371037149827077,0,17708
761334018830917632,5117,1426
761292947749015552,4411,1065
761227390836215808,5247,1531
761004547850530816,11156,3412
760893934457552897,3751,950
760656994973933572,6480,1871
760641137271070720,4901,1271
760539183865880579,7444,3549
760521673607086080,4145,1366
760290219849637889,26365,11237
760252756032651264,3890,852
760190180481531904,5594,1755
760153949710192640,0,30
759943073749200896,5857,2034
759923798737051648,14459,5527
759846353224826880,6628,1926
759793422261743616,5854,1868
759557299618865152,4606,1167
759447681597108224,8345,2410
759446261539934208,1644,475
759197388317847553,5983,1909
759159934323924993,0,1131
759099523532779520,14264,4065
759047813560868866,6382,1965
758854675097526272,3493,879
758828659922702336,11020,3767
758740312047005698,5644,1582
758474966123810816,3733,982
758467244762497024,4714,2172
758405701903519748,5123,1871
758355060040593408,3332,1037
758099635764359168,18709,9755
758041019896193024,2648,364
757741869644341248,6760,3183
757729163776290825,0,7722
757725642876129280,4464,1186
757611664640446465,4484,1082
757597904299253760,0,294
757596066325864448,4258,1033
757400162377592832,14867,6692
757393109802180609,5706,1695
757354760399941633,4442,1387
756998049151549440,6171,1943
756939218950160384,6517,1958
756651752796094464,4952,1266
756526248105566208,10224,3497
756303284449767430,3862,1085
756288534030475264,43243,17292
756275833623502848,6285,1503
755955933503782912,7171,2816
755206590534418437,16150,5232
755110668769038337,20812,10855
754874841593970688,0,7715
754856583969079297,6779,2457
754747087846248448,2537,506
754482103782404096,5193,1907
754449512966619136,3673,720
754120377874386944,7749,2301
753655901052166144,5737,2128
753420520834629632,7738,3467
753398408988139520,5643,1859
753375668877008896,7498,2270
753298634498793472,0,5551
753294487569522689,3300,1015
753039830821511168,36407,20385
753026973505581056,3852,937
752932432744185856,12378,6697
752917284578922496,6808,1536
752701944171524096,0,2788
752682090207055872,5895,1557
752660715232722944,4294,1518
752568224206688256,5387,2223
752519690950500352,7234,3370
752334515931054080,3746,1068
752309394570878976,0,15823
752173152931807232,5838,1787
751950017322246144,3003,891
751937170840121344,5083,1286
751830394383790080,5700,1897
751793661361422336,5700,2833
751598357617971201,7781,2973
751583847268179968,4301,1072
751538714308972544,4942,1229
751456908746354688,3155,978
751251247299190784,12271,5735
751205363882532864,6198,1765
751132876104687617,4960,1272
750868782890057730,4678,1326
750719632563142656,12904,4892
750506206503038976,4360,1120
750429297815552001,12909,4172
750383411068534784,4465,1121
750381685133418496,682,27
750147208377409536,3037,937
750132105863102464,3536,1260
750117059602808832,4249,1277
750101899009982464,2980,823
750086836815486976,2128,520
750071704093859840,7672,3235
750056684286914561,3100,878
750041628174217216,3104,596
750026558547456000,2665,767
750011400160841729,3173,884
749996283729883136,2996,800
749981277374128128,5008,2406
749774190421639168,4581,1291
749417653287129088,5973,1604
749403093750648834,2561,517
749395845976588288,8380,3348
749317047558017024,5383,2182
749075273010798592,5634,2025
749064354620928000,4704,1493
749036806121881602,3031,769
748977405889503236,10555,3301
748932637671223296,5681,2189
748705597323898880,2717,926
748699167502000129,4648,1545
748692773788876800,4163,1299
748575535303884801,5938,1933
748568946752774144,2164,654
748346686624440324,5108,1204
748337862848962560,7457,3999
748324050481647620,3611,734
748307329658011649,3608,694
748220828303695873,13844,7572
747963614829678593,5657,2084
747933425676525569,6469,2480
747885874273214464,2872,941
747844099428986880,2759,727
747816857231626240,4741,1130
747651430853525504,1350,151
747648653817413632,12599,5685
747600769478692864,2282,544
747594051852075008,3594,1026
747512671126323200,5398,1571
747461612269887489,3787,1018
747439450712596480,5296,1862
747242308580548608,0,2831
747219827526344708,5130,1521
747204161125646336,3293,888
747103485104099331,9332,3846
746906459439529985,2842,288
746872823977771008,5853,2075
746818907684614144,5206,1695
746790600704425984,4762,1557
746757706116112384,9352,3796
746726898085036033,5915,1746
746542875601690625,4921,1835
746521445350707200,0,957
746507379341139972,4553,1057
746369468511756288,6040,1590
746131877086527488,6741,2127
746056683365994496,3489,790
745789745784041472,3930,1034
745712589599014916,6839,2260
745433870967832576,6908,2474
745422732645535745,8375,2354
745314880350101504,6989,2677
745074613265149952,7646,3377
745057283344719872,7077,2180
744995568523612160,2903,596
744971049620602880,7689,2613
744709971296780288,5468,1515
744334592493166593,6619,2048
744234799360020481,152447,75436
744223424764059648,1620,351
743980027717509120,4071,1064
743895849529389061,3571,937
743835915802583040,0,2004
743609206067040256,4365,1345
743595368194129920,17875,6330
743545585370791937,3445,915
743510151680958465,7727,3621
743253157753532416,4122,1188
743222593470234624,6047,1855
743210557239623680,3752,1327
742534281772302336,6892,3463
742528092657332225,4305,1903
742465774154047488,7084,3799
742423170473463808,9574,3634
742385895052087300,6630,1907
742161199639494656,4212,1327
742150209887731712,4976,1501
741793263812808706,4422,1465
741743634094141440,7971,2660
741438259667034112,3590,792
741303864243200000,8556,3108
741099773336379392,9731,5341
741067306818797568,9289,2995
740995100998766593,6179,2638
740711788199743490,3318,910
740699697422163968,2772,753
740676976021798912,17692,6608
740373189193256964,34119,12919
740365076218183684,2394,419
740359016048689152,3212,837
740214038584557568,6521,1904
739979191639244800,19427,5724
739932936087216128,3950,1048
739844404073074688,3707,833
739623569819336705,3663,1318
739606147276148736,5256,1598
739544079319588864,38436,20519
739485634323156992,6959,2834
739238157791694849,112723,56161
738891149612572673,104,6
738885046782832640,3671,1106
738883359779196928,3217,764
738537504001953792,4947,1480
738402415918125056,3176,800
738184450748633089,4213,1174
738166403467907072,8517,3234
738156290900254721,2436,620
737826014890496000,5117,1709
737800304142471168,9716,3348
737678689543020544,4891,1272
737445876994609152,9962,4303
737322739594330112,3500,782
737310737551491075,14248,7180
736736130620620800,4122,1665
736392552031657984,17200,7113
736365877722001409,3861,1195
736225175608430592,7871,2694
736010884653420544,7658,2877
735991953473572864,3490,1105
735648611367784448,3929,1069
735635087207878657,5990,2268
735274964362878976,12643,4847
735256018284875776,3235,848
735137028879360001,3044,940
734912297295085568,2674,511
734787690684657664,12169,6092
734776360183431168,2429,516
734559631394082816,1447,383
733828123016450049,3479,752
733822306246479872,3564,990
733482008106668032,3037,913
733460102733135873,4057,1232
733109485275860992,51892,16523
732732193018155009,2364,517
732726085725589504,3455,863
732585889486888962,3558,755
732375214819057664,7840,2424
732005617171337216,14436,5209
731285275100512256,3397,965
