tweet_id,favorites,retweets
731156023742988288,3729,1225
730924654643314689,5971,1911
730573383004487680,4741,2069
730427201120833536,3383,1009
730211855403241472,3708,1027
730196704625098752,4696,1822
729854734790754305,3914,1081
729838605770891264,1681,367
729823566028484608,3856,1204
729463711119904772,5614,2234
729113531270991872,1825,308
728986383096946689,3057,789
728760639972315136,4526,1641
728751179681943552,2682,651
728653952833728512,3216,1002
728409960103686147,4756,1922
728387165835677696,3596,928
728046963732717569,4160,1161
728035342121635841,4411,1618
728015554473250816,4001,1065
727685679342333952,2873,615
727644517743104000,5695,1685
727524757080539137,4344,1178
727314416056803329,3235,715
727286334147182592,2963,788
727175381690781696,3797,1340
727155742655025152,3519,1278
726935089318363137,6663,2345
726887082820554753,3713,1464
726828223124897792,3458,971
726224900189511680,4289,1101
725842289046749185,6872,2568
725786712245440512,4053,1329
725729321944506368,5059,1715
725458796924002305,1378,594
724983749226668032,3625,1260
724771698126512129,2275,609
724405726123311104,5126,1599
724049859469295616,4212,1717
724046343203856385,2581,539
724004602748780546,4071,1488
723912936180330496,3770,1186
723688335806480385,7438,2828
723673163800948736,2929,856
723179728551723008,5139,1786
722974582966214656,3973,1515
722613351520608256,4835,1578
721503162398597120,4480,1762
721001180231503872,2458,589
720785406564900865,3018,739
720775346191278080,2394,638
720415127506415616,4009,1448
720389942216527872,6175,2412
720340705894408192,2774,943
720059472081784833,3744,1081
720043174954147842,4775,1937
719991154352222208,4684,1680
719704490224398336,4405,1376
719551379208073216,4910,1824
719367763014393856,2710,718
719339463458033665,4303,1188
719332531645071360,3331,915
718971898235854848,3371,1041
718939241951195136,5092,1690
718631497683582976,18307,7738
718613305783398402,2360,462
718540630683709445,2372,975
718460005985447936,2616,506
718454725339934721,4717,1459
718246886998687744,1850,479
718234618122661888,3752,955
717841801130979328,2380,581
717790033953034240,2783,1065
717537687239008257,5601,1779
717428917016076293,1571,430
717421804990701568,3059,809
717047459982213120,6091,1856
717009362452090881,3138,926
716802964044845056,4154,1131
716791146589110272,7950,1520
716730379797970944,1199,414
716447146686459905,12655,5645
716439118184652801,2315,202
716285507865542656,2689,1012
716080869887381504,6571,1835
715928423106027520,3094,849
715758151270801409,3604,1378
715733265223708672,4530,1631
715704790270025728,2694,552
715696743237730304,3791,1251
715680795826982913,4159,1554
715360349751484417,5305,1510
715342466308784130,2956,665
715220193576927233,2351,624
715200624753819648,4987,1802
715009755312439296,4017,1181
714982300363173890,3609,1000
714962719905021952,7121,4101
714957620017307648,4019,1361
714631576617938945,3181,957
714606013974974464,3518,891
714485234495041536,2584,1086
714258258790387713,2943,703
714251586676113411,3173,807
714214115368108032,2209,840
714141408463036416,4191,1350
713919462244790272,3195,764
713909862279876608,1839,520
713900603437621249,2752,705
713761197720473600,4706,1316
713411074226274305,4289,1258
713177543487135744,7000,2757
713175907180089344,4321,1426
712809025985978368,18480,6490
712717840512598017,11937,4784
712668654853337088,4054,1173
712438159032893441,5162,1513
712309440758808576,231,25
712097430750289920,3657,998
712092745624633345,2852,856
712085617388212225,3176,470
712065007010385924,2188,601
711998809858043904,0,123
711968124745228288,7801,2228
711743778164514816,2757,960
711732680602345472,8558,3944
711694788429553666,31876,17708
711652651650457602,3730,883
711363825979756544,3525,1091
711306686208872448,3204,712
711008018775851008,2907,589
710997087345876993,4439,1336
710844581445812225,2470,657
710833117892898816,2608,512
710658690886586372,2241,543
710609963652087808,4659,2293
710588934686908417,4395,1796
710296729921429505,2310,714
710283270106132480,2091,503
710272297844797440,4396,1206
710269109699739648,2325,1077
710153181850935296,2826,864
710140971284037632,2673,851
710117014656950272,5301,1905
709918798883774466,3399,1053
709901256215666688,645,99
709852847387627521,3414,1160
709566166965075968,3452,1157
709556954897764353,3192,1034
709519240576036864,1454,227
709449600415961088,2145,549
709409458133323776,2537,654
709225125749587968,2347,553
709207347839836162,12115,5570
709198395643068416,2379,618
709179584944730112,1950,647
709158332880297985,1976,400
709042156699303936,4591,1574
708853462201716736,1758,640
708845821941387268,2893,864
708834316713893888,1638,485
708810915978854401,15993,6687
708738143638450176,2678,784
708711088997666817,2456,692
708479650088034305,2471,656
708469915515297792,3016,787
708400866336894977,15487,9720
708356463048204288,3476,1271
708349470027751425,2290,714
708149363256774660,4175,1505
708130923141795840,3285,825
708119489313951744,2619,949
708109389455101952,1894,536
708026248782585858,4272,1863
707995814724026368,3042,1092
707983188426153984,48,2
707969809498152960,2616,931
707776935007539200,3181,925
707741517457260545,2416,588
707738799544082433,3972,2381
707693576495472641,3303,957
707629649552134146,2495,837
707610948723478529,16483,6127
707420581654872064,2195,672
707411934438625280,2234,580
707387676719185920,3395,1236
707377100785885184,3183,1054
707315916783140866,2406,617
707297311098011648,2706,756
707059547140169728,2526,652
707038192327901184,2123,760
707021089608753152,3960,1308
707014260413456384,2250,581
706904523814649856,14138,7605
706901761596989440,1992,565
706681918348251136,3204,945
706644897839910912,2496,1054
706593038911545345,2097,611
706538006853918722,3377,1383
706516534877929472,3033,1000
706346369204748288,3358,899
706310011488698368,20671,7645
706291001778950144,1660,462
706265994973601792,2663,902
706169069255446529,3799,2138
706166467411222528,5004,1552
706153300320784384,1437,372
705975130514706432,3016,707
705970349788291072,3093,866
705898680587526145,2301,533
705786532653883392,1877,499
705591895322394625,3086,1111
705475953783398401,2880,881
705442520700944385,4292,1566
705428427625635840,3698,1618
705239209544720384,2907,731
705223444686888960,2523,774
705102439679201280,2082,502
705066031337840642,2131,598
704871453724954624,4158,1089
704859558691414016,2187,519
704847917308362754,4926,1469
704819833553219584,2569,949
704761120771465216,6458,2831
704499785726889984,2832,982
704491224099647488,729,75
704480331685040129,3297,1035
704364645503647744,7765,3441
704347321748819968,1531,339
704134088924532736,1466,439
704113298707505153,1804,555
704054845121142784,2839,890
703774238772166656,1788,441
703769065844768768,3180,1103
703631701117943808,2502,653
703611486317502464,3727,1481
703425003149250560,3700,1321
703407252292673536,2366,673
703382836347330562,3409,1107
703356393781329922,1861,373
703268521220972544,1926,527
703079050210877440,7189,2979
703041949650034688,25583,12049
702932127499816960,2515,696
702899151802126337,1567,438
702684942141153280,3142,1033
702671118226825216,2133,543
702598099714314240,11899,3334
702539513671897089,2802,926
702332542343577600,3087,1501
702321140488925184,3189,1013
702276748847800320,2405,749
702217446468493312,4654,1301
701981390485725185,3344,956
701952816642965504,3740,993
701889187134500865,3444,1343
701805642395348998,3320,1614
701601587219795968,2035,438
701570477911896070,2736,900
701545186879471618,2587,589
701214700881756160,11865,4926
700890391244103680,2157,548
700864154249383937,2526,605
700847567345688576,2391,484
700796979434098688,2369,907
700747788515020802,22179,8977
700518061187723268,2537,770
700505138482569216,2229,549
700462010979500032,4006,1721
700167517596164096,2563,709
700151421916807169,2182,649
700143752053182464,7316,2616
700062718104104960,2572,664
700029284593901568,2019,569
700002074055016451,3214,1296
699801817392291840,2954,918
699788877217865730,2171,495
699779630832685056,2660,1194
699775878809702401,1903,583
699691744225525762,10011,4451
699446877801091073,5787,2534
699434518667751424,2111,497
699423671849451520,1320,310
699413908797464576,2032,607
699370870310113280,1845,425
699323444782047232,3065,837
699088579889332224,2187,610
699079609774645248,2376,629
699072405256409088,2896,1149
699060279947165696,3641,1743
699036661657767936,2538,1168
698989035503689728,3256,943
698953797952008193,2608,885
698907974262222848,2468,602
698710712454139905,2399,659
698703483621523456,1413,361
698635131305795584,1258,332
698549713696649216,2256,604
698355670425473025,1802,432
698342080612007937,2209,933
698262614669991936,4641,1934
698195409219559425,16325,5782
698178924120031232,2735,718
697995514407682048,1481,326
697990423684476929,3195,1251
697943111201378304,2326,655
697881462549430272,2934,1127
697630435728322560,1700,526
697616773278015490,3066,981
697596423848730625,2930,1224
697575480820686848,1986,484
697516214579523584,1998,1077
697482927769255936,2349,646
697463031882764288,3331,1363
697270446429966336,4580,1820
697259378236399616,3207,973
697255105972801536,2981,1118
697242256848379904,2454,645
696900204696625153,3083,992
696894894812565505,2278,663
696886256886657024,4717,1740
696877980375769088,2382,687
696754882863349760,1442,352
696744641916489729,2014,901
696713835009417216,2309,627
696518437233913856,3805,1663
696490539101908992,1184,138
696488710901260288,2449,991
696405997980676096,3115,1122
696100768806522880,1875,631
695816827381944320,2930,1122
695794761660297217,3075,746
695767669421768709,1809,716
695629776980148225,4449,2028
695446424020918272,4284,1759
695409464418041856,8447,3469
695314793360662529,3526,1406
695095422348574720,2565,595
695074328191332352,2766,1061
695064344191721472,1557,574
695051054296211456,2587,769
694925794720792577,2621,888
694905863685980160,2667,909
694669722378485760,34869,13894
694356675654983680,1466,279
694352839993344000,1979,594
694342028726001664,1541,473
694329668942569472,1940,487
694206574471057408,4049,1977
694183373896572928,2865,899
694001791655137281,3314,990
693993230313091072,1824,391
693942351086120961,1701,355
693647888581312512,2615,564
693644216740769793,1315,119
693642232151285760,2471,398
693629975228977152,2380,771
693622659251335168,1498,361
693590843962331137,4903,1893
693582294167244802,1601,238
693486665285931008,1724,613
693280720173801472,3261,1203
693267061318012928,2318,790
693262851218264065,2149,482
693231807727280129,2796,719
693155686491000832,7678,3115
693109034023534592,1665,590
693095443459342336,1807,442
692919143163629568,2607,731
692905862751522816,2356,845
692901601640583168,1713,582
692894228850999298,2201,768
692828166163931137,2795,862
692752401762250755,6623,3528
692568918515392513,4237,1483
692535307825213440,3067,1316
692530551048294401,1780,399
692423280028966913,1437,220
692417313023332352,9122,3352
692187005137076224,2467,789
692158366030913536,2092,764
692142790915014657,1605,379
692041934689402880,3310,1225
692017291282812928,2816,924
691820333922455552,3857,1596
691793053716221953,7924,4097
691756958957883396,2765,962
691675652215414786,1901,493
691483041324204033,2324,543
691459709405118465,3935,1103
691444869282295808,2571,823
691416866452082688,18810,7395
691321916024623104,2503,639
691096613310316544,2884,854
691090071332753408,1676,324
690989312272396288,5742,2778
690959652130045952,3480,1207
690938899477221376,3985,1886
690932576555528194,3192,982
690735892932222976,3687,1224
690728923253055490,2117,501
690690673629138944,2260,798
690649993829576704,1262,265
690607260360429569,291,17
690597161306841088,1898,582
690400367696297985,1836,433
690374419777196032,3164,817
690360449368465409,2590,854
690348396616552449,1466,498
690248561355657216,1634,403
690021994562220032,2716,995
690015576308211712,2423,712
690005060500217858,3563,1625
689999384604450816,1375,354
689993469801164801,1416,432
689977555533848577,1335,433
689905486972461056,2380,676
689877686181715968,2953,1122
689835978131935233,2106,724
689661964914655233,3140,905
689659372465688576,10084,3728
689623661272240129,2167,622
689599056876867584,11338,5332
689557536375177216,1993,442
689517482558820352,3306,1388
689289219123089408,2195,903
689283819090870273,3170,1059
689280876073582592,1929,683
689275259254616065,1113,236
689255633275777024,2487,1049
689154315265683456,3001,960
689143371370250240,1961,488
688916208532455424,2639,834
688908934925697024,2052,739
688898160958271489,2035,756
688894073864884227,2182,662
688828561667567616,1348,357
688804835492233216,943,184
688789766343622656,2159,640
688547210804498433,2526,675
688519176466644993,2259,708
688385280030670848,9034,4329
688211956440801280,2181,802
688179443353796608,2074,566
688116655151435777,2753,748
688064179421470721,1688,351
687841446767013888,5324,2421
687826841265172480,2672,1087
687818504314159109,2413,924
687807801670897665,2327,693
687732144991551489,1709,641
687704180304273409,2372,817
687664829264453632,1886,493
687494652870668288,1841,559
687480748861947905,1561,232
687476254459715584,1926,516
687460506001633280,2007,530
687399393394311168,1842,599
687317306314240000,19605,8877
687312378585812992,4246,1837
687127927494963200,5286,2199
687124485711986689,2122,490
687109925361856513,5643,2376
687102708889812993,2284,941
687096057537363968,2176,589
686947101016735744,8409,3089
686760001961103360,3427,1340
686749460672679938,3390,1407
686730991906516992,4029,1161
686683045143953408,2751,779
686618349602762752,3602,1316
686606069955735556,1838,526
686394059078897668,1694,668
686386521809772549,3175,855
686377065986265092,2145,550
686358356425093120,2123,644
686286779679375361,3906,1616
686050296934563840,2162,706
686035780142297088,1115,112
686034024800862208,2990,1108
686007916130873345,2415,399
686003207160610816,1783,602
685973236358713344,2038,505
685943807276412928,1585,575
685906723014619143,7287,2772
685681090388975616,1974,118
685667379192414208,2293,546
685663452032069632,3140,1411
685641971164143616,2849,752
685547936038666240,32004,15062
685532292383666176,2940,1118
685325112850124800,9169,3832
685321586178670592,2574,607
685315239903100929,3206,1008
685307451701334016,2019,421
685268753634967552,3014,1161
685198997565345792,2271,648
685169283572338688,4004,1388
684969860808454144,2327,356
684959798585110529,6623,3026
684940049151070208,3124,1007
684926975086034944,3396,450
684914660081053696,3402,1407
684902183876321280,1814,509
684880619965411328,2027,781
684830982659280897,34071,20965
684800227459624960,2656,972
684594889858887680,8650,3392
684588130326986752,3999,1369
684567543613382656,2924,1171
684538444857667585,2583,919
684481074559381504,3775,1136
684460069371654144,1922,542
684241637099323392,7894,3157
684225744407494656,1198,199
684222868335505415,3723,1315
684200372118904832,2093,1005
684195085588783105,1851,491
684188786104872960,3397,1127
684177701129875456,1958,642
684147889187209216,2917,1473
684122891630342144,1948,454
684097758874210310,3992,1390
683857920510050305,3699,1083
683852578183077888,1887,334
683849932751646720,2545,921
683834909291606017,2553,1080
683828599284170753,2721,1030
683773439333797890,3248,1298
683742671509258241,6287,3195
683515932363329536,7130,2788
683498322573824003,3086,936
683481228088049664,2596,967
683462770029932544,2356,650
683449695444799489,3769,1559
683391852557561860,7435,2329
683357973142474752,2814,887
683142553609318400,2794,1006
683111407806746624,3311,880
683098815881154561,2115,633
683078886620553216,1945,546
683030066213818368,2108,719
682962037429899265,35698,15884
682808988178739200,1729,161
682788441537560576,2407,1074
682750546109968385,1480,420
682697186228989953,1280,350
682662431982772225,2972,1039
682638830361513985,2012,576
682429480204398592,3339,1115
682406705142087680,7348,1693
682393905736888321,2171,641
682389078323662849,1614,450
682303737705140231,2967,943
682259524040966145,4012,1150
682242692827447297,3135,1111
682088079302213632,17706,9509
682059653698686977,4796,1614
682047327939461121,3107,909
682032003584274432,6401,1921
682003177596559360,3025,1461
681981167097122816,2731,997
681891461017812993,2398,784
681694085539872773,12443,3921
681679526984871937,1715,426
681654059175129088,2563,886
681610798867845120,1838,448
681579835668455424,3439,1254
681523177663676416,13861,5551
681340665377193984,1597,269
681339448655802368,9024,3946
681320187870711809,2565,714
681302363064414209,3812,1749
681297372102656000,3119,914
681281657291280384,3141,1060
681261549936340994,1415,260
681242418453299201,1439,509
681231109724700672,2338,467
681193455364796417,3587,1422
680970795137544192,2341,630
680959110691590145,4450,1937
680940246314430465,3095,1004
680934982542561280,2034,419
680913438424612864,2339,598
680889648562991104,1710,354
680836378243002368,3355,1269
680805554198020098,2086,643
680801747103793152,2313,792
680798457301471234,2760,996
680609293079592961,2547,671
680583894916304897,3506,1279
680497766108381184,4112,1838
680494726643068929,1674,470
680473011644985345,2473,725
680440374763077632,1408,482
680221482581123072,1427,284
680206703334408192,2745,1119
680191257256136705,2081,480
680176173301628928,3779,1485
680161097740095489,2254,710
680145970311643136,3492,1686
680130881361686529,2223,906
680115823365742593,2644,869
680100725817409536,3480,1320
680085611152338944,12426,8665
680070545539371008,2505,827
679877062409191424,1922,627
679872969355714560,2132,644
679862121895714818,2384,592
679854723806179328,2767,1178
679844490799091713,2293,732
679828447187857408,35086,13480
679777920601223168,3015,1055
679736210798047232,2030,760
679729593985699840,2098,796
679722016581222400,1615,451
679530280114372609,4623,2007
679527802031484928,2552,696
679511351870550016,3258,1216
679503373272485890,3073,1410
679475951516934144,2028,617
679462823135686656,30495,18038
679405845277462528,2289,1153
679158373988876288,20552,7715
679148763231985668,2693,989
679132435750195208,2883,1112
679111216690831360,5777,2481
679062614270468097,16373,7722
679047485189439488,2168,635
679001094530465792,2742,1173
678991772295516161,2208,1105
678969228704284672,1583,435
678800283649069056,2480,859
678798276842360832,3338,1105
678774928607469569,2713,865
678767140346941444,3407,1303
678764513869611008,1581,447
678755239630127104,6838,3133
678740035362037760,3621,1587
678708137298427904,5392,2320
678675843183484930,2758,1396
678643457146150913,1975,384
678446151570427904,3861,1462
678424312106393600,5274,2433
678410210315247616,4050,1722
678399652199309312,77292,30479
678396796259975168,1539,397
678389028614488064,1798,402
678380236862578688,2342,865
678341075375947776,1666,511
678334497360859136,1250,236
678278586130948096,11004,5834
678255464182861824,1531,349
678023323247357953,1841,362
678021115718029313,13104,6041
677961670166224897,3290,1611
677918531514703872,1287,388
677895101218201600,4629,1976
677716515794329600,2930,937
677700003327029250,3260,1385
677698403548192770,1183,306
677687604918272002,2402,803
677673981332312066,3199,1435
677662372920729601,1872,903
677644091929329666,1787,770
677573743309385728,2049,668
677565715327688705,1252,438
677557565589463040,2356,1103
677547928504967168,6666,3501
677530072887205888,1026,218
677335745548390400,2923,1677
677334615166730240,1292,270
677331501395156992,1045,224
677328882937298944,3512,1434
677314812125323265,1584,510
677301033169788928,1180,385
677269281705472000,1898,674
677228873407442944,3413,1562
677187300187611136,2618,870
676975532580409345,2651,1017
676957860086095872,2147,772
676949632774234114,1253,375
676948236477857792,2063,819
676946864479084545,1663,347
676942428000112642,1984,711
676936541936185344,12216,4720
676916996760600576,2852,1723
676897532954456065,2152,692
676864501615042560,1999,668
676821958043033607,21938,14788
676819651066732545,1742,632
676811746707918848,1370,407
676776431406465024,4788,1929
676617503762681856,2755,909
676613908052996102,1035,191
676606785097199616,1814,412
676603393314578432,1111,363
676593408224403456,4372,2049
676590572941893632,879,116
676588346097852417,2203,743
676582956622721024,1142,261
676575501977128964,2461,1063
676533798876651520,1798,521
676496375194980353,1461,508
676470639084101634,11121,4446
676440007570247681,1654,627
676430933382295552,1340,321
676263575653122048,1996,512
676237365392908289,1152,268
676219687039057920,73223,29467
676215927814406144,1658,546
676191832485810177,2178,982
676146341966438401,1843,631
676121918416756736,2066,1106
676101918813499392,2710,1114
676098748976615425,2859,1344
676089483918516224,1249,415
675898130735476737,1536,537
675891555769696257,2025,812
675888385639251968,2268,905
675878199931371520,3982,1324
675870721063669760,1555,533
675853064436391936,2567,1216
675849018447167488,902,133
675845657354215424,2156,828
675822767435051008,1448,511
675820929667219457,999,223
675798442703122432,9774,3247
675781562965868544,1542,445
675740360753160193,1112,322
675710890956750848,1792,769
675707330206547968,1883,641
675706639471788032,618,90
675534494439489536,1750,387
675531475945709568,1123,361
675522403582218240,986,272
675517828909424640,1232,439
675501075957489664,16338,5534
675497103322386432,2990,1217
675489971617296384,1229,563
675483430902214656,1756,922
675432746517426176,1443,540
675372240448454658,1605,490
675362609739206656,1005,215
675354435921575936,30913,15823
675349384339542016,3737,2145
675334060156301312,2631,1212
675166823650848770,3373,1493
675153376133427200,5926,2423
675149409102012420,3548,1595
675147105808306176,896,218
675146535592706048,1119,276
675145476954566656,2035,842
675135153782571009,1235,446
675113801096802304,1848,742
675111688094527488,910,236
675109292475830276,2663,1060
675047298674663426,1003,302
675015141583413248,2551,1111
675006312288268288,927,209
675003128568291329,1486,436
674999807681908736,2125,1041
674805413498527744,812,338
674800520222154752,2861,806
674793399141146624,2374,1026
674790488185167872,1044,235
674788554665512960,769,196
674781762103414784,1908,1122
674774481756377088,1047,445
674767892831932416,1721,730
674764817387900928,752,222
674754018082705410,1294,412
674752233200820224,1381,434
674743008475090944,1316,513
674742531037511680,460,49
674739953134403584,1042,362
674737130913071104,612,81
674690135443775488,1089,446
674670581682434048,1526,610
674664755118911488,864,230
674646392044941312,1360,457
674644256330530816,985,256
674638615994089473,1599,551
674632714662858753,1423,541
674606911342424069,888,93
674468880899788800,5908,1901
674447403907457024,1008,338
674436901579923456,1051,366
674422304705744896,1355,504
674416750885273600,655,130
674410619106390016,1140,434
674394782723014656,1434,534
674372068062928900,808,299
674330906434379776,539,71
674318007229923329,1337,486
674307341513269249,10750,6503
674291837063053312,13876,5481
674271431610523648,1472,684
674269164442398721,865,214
674265582246694913,1543,790
674262580978937856,1245,423
674255168825880576,1382,511
674082852460433408,720,156
674075285688614912,937,267
674063288070742018,6019,2041
674053186244734976,3118,1208
674051556661161984,1377,461
674045139690631169,1328,600
674042553264685056,685,118
674038233588723717,1043,397
674036086168010753,808,192
674024893172875264,1678,1146
674019345211760640,1068,285
674014384960745472,1475,600
674008982932058114,1132,332
673956914389192708,1847,898
673919437611909120,1110,349
673906403526995968,2996,1536
673887867907739649,887,239
673716320723169284,2915,704
673715861853720576,3337,1925
673711475735838725,985,281
673709992831262724,794,247
673708611235921920,1016,267
673707060090052608,1042,366
673705679337693185,1190,383
673700254269775872,1350,530
673697980713705472,3735,1830
673689733134946305,1643,606
673688752737402881,1187,460
673686845050527744,1353,404
673680198160809984,1293,434
673662677122719744,1187,344
673656262056419329,682,221
673636718965334016,1040,337
673612854080196609,1506,671
673583129559498752,1130,336
673580926094458881,782,254
673576835670777856,1307,525
673363615379013632,972,283
673359818736984064,1360,628
673355879178194945,1418,534
673352124999274496,1576,507
673350198937153538,714,195
673345638550134785,2359,1175
673343217010679808,916,251
673342308415348736,1199,534
673320132811366400,12668,7325
673317986296586240,832,235
673295268553605120,7080,2945
673270968295534593,1014,338
673240798075449344,1346,662
673213039743795200,2100,780
673148804208660480,1602,583
672997845381865473,1860,665
672995267319328768,892,269
672988786805112832,922,268
672984142909456390,1187,509
672980819271634944,1710,944
672975131468300288,1575,840
672970152493887488,891,333
672968025906282496,1254,500
672964561327235073,1342,602
672902681409806336,1289,461
672898206762672129,853,394
672884426393653248,1444,786
672877615439593473,972,328
672834301050937345,1235,533
672828477930868736,1180,458
672640509974827008,922,295
672622327801233409,1215,450
672614745925664768,1151,541
672609152938721280,1042,360
672604026190569472,1043,373
672594978741354496,1253,570
672591762242805761,897,310
672591271085670400,676,174
672538107540070400,962,340
672523490734551040,592,156
672488522314567680,1046,404
672482722825261057,1060,554
672481316919734272,678,120
672475084225949696,1362,650
672466075045466113,1275,489
672272411274932228,6046,3120
672267570918129665,1398,570
672264251789176834,1064,309
672256522047614977,2661,1424
672254177670729728,1351,693
672248013293752320,1629,559
672245253877968896,643,143
672239279297454080,847,302
672231046314901505,1710,938
672222792075620352,742,194
672205392827572224,2118,1065
672169685991993344,963,341
672160042234327040,828,333
672139350159835138,1638,647
672125275208069120,2252,1069
672095186491711488,933,341
672082170312290304,891,341
672068090318987265,1212,473
671896809300709376,8011,3884
671891728106971137,1233,528
671882082306625538,3267,1293
671879137494245376,1332,615
671874878652489728,1186,514
671866342182637568,1058,454
671855973984772097,846,403
671789708968640512,6646,3216
671768281401958400,1123,458
671763349865160704,1572,836
671744970634719232,1272,711
671743150407421952,708,222
671735591348891648,1360,699
671729906628341761,7989,4036
671561002136281088,12008,6721
671550332464455680,852,194
671547767500775424,1264,545
671544874165002241,1840,967
671542985629241344,1027,525
671538301157904385,876,355
671536543010570240,1109,371
671533943490011136,962,536
671528761649688577,790,239
671520732782923777,1314,491
671518598289059840,887,272
671511350426865664,1491,651
671504605491109889,6564,3314
671497587707535361,863,418
671488513339211776,938,443
671486386088865792,543,182
671485057807351808,716,218
671390180817915904,1352,691
671362598324076544,1042,275
671357843010908160,376,146
671355857343524864,456,112
671347597085433856,893,394
671186162933985280,687,193
671182547775299584,1048,313
671166507850801152,818,317
671163268581498880,1544,1021
671159727754231808,341,74
671154572044468225,664,205
671151324042559489,624,140
671147085991960577,623,200
671141549288370177,1086,605
671138694582165504,863,371
671134062904504320,696,176
671122204919246848,3260,2329
671115716440031232,1280,721
671109016219725825,1072,403
670995969505435648,1040,268
670842764863651840,23179,8060
670840546554966016,548,180
670838202509447168,1044,643
670833812859932673,409,113
670832455012716544,686,198
670826280409919488,5164,3768
670823764196741120,729,173
670822709593571328,570,89
670815497391357952,2965,1427
670811965569282048,1061,248
670807719151067136,1095,455
670804601705242624,1838,888
670803562457407488,321,83
670797304698376195,692,216
670792680469889025,778,256
670789397210615808,621,222
670786190031921152,559,183
670783437142401025,779,352
670782429121134593,1440,711
670780561024270336,745,267
670778058496974848,314,69
670764103623966721,1019,391
670755717859713024,412,98
670733412878163972,900,474
670727704916926465,785,329
670717338665226240,1117,445
670704688707301377,728,345
670691627984359425,553,223
670679630144274432,706,259
670676092097810432,230,38
670668383499735048,10013,4618
670474236058800128,1418,684
670468609693655041,337,82
670465786746662913,912,505
670452855871037440,516,189
670449342516494336,1133,601
670444955656130560,6329,1844
670442337873600512,608,186
670435821946826752,996,478
670434127938719744,1329,598
670433248821026816,312,103
670428280563085312,1305,572
670427002554466305,493,148
670421925039075328,1229,590
670420569653809152,579,291
670417414769758208,538,302
670411370698022913,1894,825
670408998013820928,523,204
670403879788544000,403,141
670385711116361728,528,191
670374371102445568,704,250
670361874861563904,310,60
670338931251150849,401,101
670319130621435904,3659,1131
670303360680108032,409,121
670290420111441920,653,266
670093938074779648,962,306
670086499208155136,656,231
670079681849372674,2077,1134
670073503555706880,1465,730
670069087419133954,584,220
670061506722140161,711,308
670055038660800512,625,301
670046952931721218,609,159
670040295598354432,706,104
670037189829525505,558,255
670003130994700288,314,84
669993076832759809,305,75
669972011175813120,415,142
669970042633789440,285,51
669942763794931712,472,146
669926384437997569,355,89
669923323644657664,222,53
669753178989142016,752,368
669749430875258880,243,61
669684865554620416,477,82
669683899023405056,355,102
669682095984410625,331,125
669680153564442624,629,266
669661792646373376,759,396
669625907762618368,3302,1680
669603084620980224,895,336
669597912108789760,482,140
669583744538451968,1395,857
669573570759163904,409,129
669571471778410496,1486,940
669567591774625800,220,48
669564461267722241,368,112
669393256313184256,337,69
669375718304980992,1241,675
669371483794317312,461,165
669367896104181761,429,140
669363888236994561,585,211
669359674819481600,348,112
669354382627049472,2529,1183
669353438988365824,588,241
669351434509529089,404,168
669328503091937280,953,385
669327207240699904,538,113
669324657376567296,461,193
669216679721873412,1115,377
669214165781868544,407,149
669203728096960512,941,433
669037058363662336,611,288
669015743032369152,695,346
669006782128353280,543,225
669000397445533696,19619,5892
668994913074286592,413,208
668992363537309700,699,314
668989615043424256,630,307
668988183816871936,845,426
668986018524233728,514,151
668981893510119424,502,277
668979806671884288,746,323
668975677807423489,1224,538
668967877119254528,135,21
668960084974809088,659,225
668955713004314625,258,65
668932921458302977,243,53
668902994700836864,298,92
668892474547511297,376,136
668872652652679168,493,279
668852170888998912,424,148
668826086256599040,405,124
668815180734689280,522,242
668779399630725120,671,343
668655139528511488,489,203
668645506898350081,812,487
668643542311546881,811,479
668641109086707712,999,501
668636665813057536,969,459
668633411083464705,2612,1476
668631377374486528,660,293
668627278264475648,291,101
668625577880875008,356,120
668623201287675904,1327,693
668620235289837568,186,37
668614819948453888,578,295
668587383441514497,1566,989
668567822092664832,224,49
668544745690562560,481,212
668542336805281792,425,195
668537837512433665,237,66
668528771708952576,435,204
668507509523615744,303,95
668496999348633600,379,120
668484198282485761,394,217
668480044826800133,426,133
668466899341221888,828,470
668297328638447616,584,274
668291999406125056,228,29
668286279830867968,472,126
668274247790391296,769,217
668268907921326080,517,214
668256321989451776,1209,550
668248472370458624,895,437
668237644992782336,5785,2616
668226093875376128,273,94
668221241640230912,482,182
668204964695683073,525,182
668190681446379520,608,186
668171859951755264,455,175
668154635664932864,466,288
668142349051129856,541,259
668113020489474048,626,217
667937095915278337,1166,736
667924896115245057,277,99
667915453470232577,197,51
667911425562669056,459,271
667902449697558528,806,351
667886921285246976,1745,990
667885044254572545,772,431
667878741721415682,372,108
667873844930215936,584,374
667866724293877760,2852,957
667861340749471744,230,74
667832474953625600,274,57
667806454573760512,988,452
667801013445750784,306,87
667793409583771648,654,308
667782464991965184,387,227
667773195014021121,218,48
667766675769573376,409,201
667728196545200128,356,143
667724302356258817,448,292
667550904950915073,0,31
667550882905632768,0,27
667549055577362432,5382,2081
667546741521195010,317,115
667544320556335104,806,490
667538891197542400,191,60
667534815156183040,763,485
667530908589760512,436,219
667524857454854144,1589,1037
667517642048163840,344,177
667509364010450944,6363,1967
667502640335572993,507,204
667495797102141441,487,245
667491009379606528,484,207
667470559035432960,235,89
667455448082227200,179,56
667453023279554560,290,81
